Raison Sociale;SIREN;Année;Note;Structure;Nom UES;Entreprises UES (SIREN);Région;Département
HOP!;790151716;2018;84;Unité Economique et Sociale (UES);;HOP TRAINING (380582346);Pays de la Loire;Loire-Atlantique
AZURIAL;519881791;2018;81;Unité Economique et Sociale (UES);;AZURIAL INDUSTRIE (342493665),AZURAIT ESPACES VERTS (829050129);Île-de-France;Seine-et-Marne
OLLANDINI ACHAT ET LOCATION;340024017;2019;94;Unité Economique et Sociale (UES);;OLLANDINI LOCATION DE VOITURES (046620266),OLLANDINI AGENCE DE VOYAGES (301242400),OLLANDINI AUTOCARS DE TOURISME (045720034),CORSICA VOYAGES (352677512),SUD CORSE HOTELLERIE (377976592),OLLANDINI AGOSTA HOTELLERIE (521874529);Corse;Corse-du-Sud
Eurea Services;401495338;2019;94;Unité Economique et Sociale (UES);;Eurea Coop (305522807),AGRI SUD EST Centre (401713417),Eurea Distribution (490750940),Minoterie Dupuy Couturier (574500922);Auvergne-Rhône-Alpes;Loire
OFI AM;384940342;2019;78;Unité Economique et Sociale (UES);;OIS (394252415),SWEN CP (803812593);Île-de-France;Paris
BOULANGER SA;347384570;2019;89;Unité Economique et Sociale (UES);;BOULANGER LOCATION (509637161),BOULANGER PRO (451220677),B'DOM (492065693);Hauts-de-France;Nord
BUREAU VERITAS CONSTRUCTION;790182786;2018;75;Entreprise;;;Île-de-France;Hauts-de-Seine
IGC;306039470;2019;82;Unité Economique et Sociale (UES);;ARIANE CONSTRUCTIONS (351339213),IGCE (432352581),MAISONS AQUITAINE (327469482);Nouvelle-Aquitaine;Gironde
CENTER PARCS RESORTS FRANCE;508321213;2019;93;Unité Economique et Sociale (UES);;SNC DOMAINE DU LAC DE L'AILETTE (450540695);Île-de-France;Paris
KUHN SA;675580542;2018;85;Unité Economique et Sociale (UES);;KUHN MGM SAS (677380438);Grand-Est;Bas-Rhin
Studialis;501168223;2019;83;Unité Economique et Sociale (UES);;GGEF (752994566),ESGCV (752535476),IFN (392930889),IMESG (390391837),SFP (812123040),WSF (751068982);Île-de-France;Paris
Transarc Bourgogne;522721703;2019;;Unité Economique et Sociale (UES);;AQUILON (752689190),BRESSE REVERMONT (320789217),TRANSARC SARL (309034569),TRANSARC 25 (828752824),TRANSARC BALIAN (791231236),TRANSARC SEGUI (330565490),TRANSARC SERVAGI (807838685),TRANSARC TOURISME (817602659),LORRAINE CARS GERON MARINO (308531342),TRANSARC BASTIEN (917320376);Bourgogne-Franche-Comté;Côte-d'Or
GALLIANCE VOLAILLE FRAICHE;309707214;2019;73;Unité Economique et Sociale (UES);;GALLIANCE LANGUIDIC (504001504),GALLIANCE INDUSTRIE SEVRIENNE (344592357),GALLIANCE NUEIL (334315488),GALLIANCE DINDE (814118527),GOVADIS (377988282),SOCIETE DE DISTRIBUTION AVICOLE (066200098);Pays de la Loire;Loire-Atlantique
WORLDLINE SA;378901946;2019;88;Unité Economique et Sociale (UES);;MANTIS (352188601),SANTEOS (419300678),EQUENSWORLDLINE (819173782);Île-de-France;Val-d'Oise
AGCS;384421020;2019;;Unité Economique et Sociale (UES);;SEVIGNE (421150418),SEVIGNE INDUSTRIES (421148958),SUD CONTROLES (421148925);Occitanie;Aveyron
VENCOREX FRANCE;444187884;2019;78;Unité Economique et Sociale (UES);;VENCOREX HOLDING (504867300),CHLORALP (411129612);Auvergne-Rhône-Alpes;Rhône
SCC France;424982650;2019;89;Unité Economique et Sociale (UES);;RIGBY Capital (424982437);Île-de-France;Hauts-de-Seine
44 GALERIES LAFAYETTE;552116329;2018;80;Unité Economique et Sociale (UES);;GALERIES LAFAYETTE HAUSSMANN (572062594),GALERIES LAFAYETTE VOYAGES (315710251),GROUPE GALERIES LAFAYETTE SERVICES (612038679),GALFA RESTAURATION (319721601),GALERIES LAFAYETTE L'ACADEMIE (824041529);Île-de-France;Paris
BENTON SERVICES;434129839;2019;71;Unité Economique et Sociale (UES);;GERS EQUIPEMENT (434129938),COGEX (434129888),TURBOCAR (440837110);Occitanie;Gers
Informatique CDC;775665433;2019;89;Unité Economique et Sociale (UES);;CNP TECHNOLOGIES DE L'INFORMATION (751599762);Île-de-France;Val-de-Marne
COMPASS GROUP FRANCE;632041042;2018;78;Unité Economique et Sociale (UES);;EVHREST (493023220),MEDIANCE (352751200),SERVIREST (400319554);Île-de-France;Hauts-de-Seine
SOLOC Rabotage;413808890;2019;;Unité Economique et Sociale (UES);;FRAISAVIA (531970556),TECHNOVIA (323998542);Pays de la Loire;Loire-Atlantique
PAUL GRANDJOUAN SACO;867800518;2018;88;Entreprise;;;Pays de la Loire;Loire-Atlantique
CAPL;775713852;2019;79;Unité Economique et Sociale (UES);;LISAPL (309857589),BIOTISA (482955440),MEJEAN (409083441);Provence-Alpes-Côte d'Azur;Vaucluse
Allianz IARD;542110291;2019;90;Unité Economique et Sociale (UES);;Allianz VIE (340234962),Allianz France (303265128),Allianz Informatique (723000642),Protexia France (382276624),Allianz Africa (382231801);Île-de-France;Hauts-de-Seine
STMicroelectronics S.A.;341459386;2019;88;Unité Economique et Sociale (UES);;STMicroelectronics (Rousset) S.A.S (414969584),STMicroelectronics (Crolles 2) S.A.S (399395581),STMicroelectronics (Tours) S.A.S (380932590),STMicroelectronics (Grenoble 2) S.A.S (487678617),STMicroelectronics (Alps) SAS (504940925),STMicroelectronics (Grand Ouest) SAS (409768520);Île-de-France;Hauts-de-Seine
PETROINEOS MANUFACTURING FRANCE SAS;392860243;2019;73;Unité Economique et Sociale (UES);;INEOS France SAS (351670823),INEOS INVESTMENTS INTERNATIONAL LIMITED SAS (493171912),PETROINEOS SERVICES France SAS (509868337),INEOS CHEMICALS LAVERA SAS (490702800),INEOS DERIVATIVES LAVERA SAS (802950873),INEOS TECHONOLOGIES France SAS (489938084);Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
Eiffage Energie Systèmes Gestion & Développement;420542151;2019;85;Unité Economique et Sociale (UES);;Eiffage Energie Systèmes Infra Loire Auvergne (775635543),Eiffage Energie Sytèmes IT Rhône Alpes (378499644),Eiffage Energie Systèmes Clevia Centre Est (518137864),Eiffage Energie Systèmes IT Loire Auvergne (808488050),Eiffage Energie Systèmes Infra Rhône Alpes (808464515),Eiffage Energie Systèmes Centre Loire (329009559),Eiffage Energie Systèmes Basse Normandie (573820917),Eiffage Energie Systèmes Clevia Normandie (398461582),Eiffage Energie Systèmes Val de Loire (388779407),Eiffage Energie Systèmes Haute Normandie (388777534),Eiffage Energie Systèmes Transport & Distribution (309122810),Eiffage Energie Systèmes Electronique (403748379),Eiffage Energie Ferroviaire (403859028),Eiffage Energie Systèmes Martinique (404123275),Eiffage Energie Systèmes Réseaux & Solutions (312126360),Eiffage Energie Systèmes Guadeloupe (422620799),Eiffage Energie Systèmes Guyane (518137823),Eiffage Energie Systèmes Lorraine Marne Ardennes (342793098),Eiffage Energie Systèmes Alsace Franche Comte (388758708),Eiffage Energie Systèmes Bourgogne Champagne (388773772),Eiffage Energie Systèmes Clevia Est (340023225),Eiffage Energie Systèmes Méditerranée (388758617),Eiffage Energie Systèmes Clévia Méditerranée (518137724),Eiffage Energie Systèmes EIS VDR (518201793),Eiffage Energie Systèmes Provence (808606362),Eiffage Energie Systèmes Poitou Charente (302068382),Eiffage Energie Systèmes Aquitaine (401070891),Eiffage Energie Systèmes Cassagne (385249701),Eiffage Energie Systèmes Clevia Nouvelle Aquitaine (518137773),Eiffage Energie Systèmes Therm Inox (429468572),Eiffage Energie Systèmes Infra Nord (388781551),Eiffage Energie Systèmes Nord (388784928),Eiffage Energie Systèmes Indus Nord (388727240),Eiffage Energie Systèmes Clevia Nord (518137757),Eiffage Energie Systèmes Clevia Sud Ouest (640800223),Eiffage Energie Systèmes Quercy Rouergue Gevaudan (309646453),Eiffage Energie Systèmes Sud Ouest (388739179),Eiffage Energie Systèmes Fontanie (326791993),Eiffage Energie Systèmes Chamayou (780083762),Eiffage Energie Systèmes Clevia Ouest (788373603),Eiffage Energie Systèmes Loire Ocean (313196768),Eiffage Energie Systèmes Maine Bretagne (388772105),Eiffage Energie Systèmes Ferroviaires (428729602),Eiffage Energie Systèmes Services IDF (518201744),Eiffage Energie Systèmes Clevia IDF (323814632),Eiffage Energie Systèmes Automatismes & Robotique (326966140),Eiffage Energie Systèmes Ile de France (420540643);Île-de-France;Yvelines
GROUPE KERTRUCKS FINANCE;485312441;2019;81;Unité Economique et Sociale (UES);;KERTRUCKS (326620820),KERTRUCKS TRAILERS (301029542),KERTRUCKS LOCATION & SERVICE (487568305),KERTRUCKS PNEUS (500550983),M2V (751252834),KERTRUCKS ACADEMY (840536734);Bretagne;Ille-et-Vilaine
HEINEKEN ENTREPRISE;414842062;2018;98;Entreprise;;;Île-de-France;Hauts-de-Seine
Mutuelle Bleue;775671993;2018;90;Unité Economique et Sociale (UES);;GIE Groupe les Hauts Mézereaux (389734914);Île-de-France;Paris
KEOLIS BORDEAUX METROPOLE;808227052;2018;100;Entreprise;;;Nouvelle-Aquitaine;Gironde
BENTON SERVICES;434129839;2018;71;Unité Economique et Sociale (UES);;GERS EQUIPEMENT (434129938),COGEX (434129888),TURBOCAR (440837110);Occitanie;Gers
GALLIANCE LE BIGNON;340821123;2019;87;Unité Economique et Sociale (UES);;GALLIANCE FALLERON (322499070),GALLIANCE SAINT NICOLAS DU PELEM (503932758),GALLIANCE ELABORES (305375651);Pays de la Loire;Loire-Atlantique
UNION-MATERIAUX;455800482;2019;83;Unité Economique et Sociale (UES);;GERVAIS MATERIAUX (570201244),AUDISMAT (795371418),MATMAX (500718515),GIE GROUPE UM (808361976),GIE BASE LOGISTIQUE,Groupe Union-Matériaux (809610819);Occitanie;Hérault
LEASEPLAN FRANCE SAS;313606477;2018;80;Unité Economique et Sociale (UES);;SOCIETE DE COURTAGE ASSURANCES GROUPE (318332988);Île-de-France;Hauts-de-Seine
COLONNA BROKER;379429756;2019;78;Unité Economique et Sociale (UES);;COLONNA FACILITY (490527199);Île-de-France;Paris
IVECO FRANCE;419683818;2018;89;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
CAFES MERLING GESTION;314685728;2019;89;Unité Economique et Sociale (UES);;MERLING PROFESSIONNEL (404155897),MAISON MERLING (393739164),INSTANT RESTAURATION (495268914),CAFES SOUBIRA VENDING (431940428),CAFES SOUBIRA (316331743);Nouvelle-Aquitaine;Charente-Maritime
BRICO DEPOT;451647903;2019;88;Unité Economique et Sociale (UES);;EURO DEPOT IMMOBILIER (451645295);Île-de-France;Essonne
Benefit Cosmetics;482619939;2020;;Entreprise;;;Île-de-France;Paris
INTERNATIONAL PAPER SA;639804566;2018;;Unité Economique et Sociale (UES);;INTERNATIONAL PAPER CELIMO (440304293);Nouvelle-Aquitaine;Haute-Vienne
TERRENA;429707292;2019;88;Unité Economique et Sociale (UES);;UNION VIENNE LOIRE (340608959),PROVAL (383117413),TERRENA SERVICES (338355100),ESPACE TERRENA (403035819),TERRENA INNOVATION (403184120),TERRENA SEMENCES (822478152),UNION FERTI MAYENNE (319949095),INOVIA (518053525);Pays de la Loire;Loire-Atlantique
Casden Banque Populaire;784275778;2019;80;Unité Economique et Sociale (UES);;Parnasse Garanties (789910783);Île-de-France;Seine-et-Marne
Apside SA;309065084;2018;74;Unité Economique et Sociale (UES);;Apside Technologies (333455400),Apside Infogérance (477699201);Île-de-France;Hauts-de-Seine
PROMAN;490673423;2018;84;Unité Economique et Sociale (UES);;PROMAN 207 (840789242);Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence
CAVAC;775714991;2018;92;Unité Economique et Sociale (UES);;CAVAC DISTRIBUTION (344843743),CAVAC BIOMATERIAUX (509436515),AGRIVIA TRANSPORT (823244025),VERTYS (829769181);Pays de la Loire;Vendée
VIVERIS TECHNOLOGIES;501600761;2018;89;Unité Economique et Sociale (UES);;VIVERIS SYSTEMES (433774486),VIVERIS INTEGRATION (417736311),VIVERIS ASR (441572062);Île-de-France;Hauts-de-Seine
IMPRIMERIE NATIONALE SA;352973622;2018;86;Unité Economique et Sociale (UES);;IMPRIMERIE NATIONALE CONTINU ET SERVICES (443735683),CHRONOSERVICES (410494496);Île-de-France;Paris
FLAMMARIONS SA;321921546;2018;90;Unité Economique et Sociale (UES);;EDITIONS J'AI LU (582039673),EDITIONS AUTREMENT (303696496);Île-de-France;Paris
ALTRANS;788410116;2019;;Unité Economique et Sociale (UES);;ALTRANS ALSACE (528903156),ALTRANS NORD (528902786),ALTRANS  RHONE ALPES (528903057),ALTRANS PACA (528902943),ALTRANS CENTRE (339766297),ALTRANS LORRAINE (528902729);Grand-Est;Moselle
SAS PUBLIHEBDOS;487280018;2019;84;Unité Economique et Sociale (UES);;SN CHRONIQUE EDITIONS (433166824),SOCIETE DES EDITIONS DU FINISTERE (521917385),SOCIETE D'EDITIONS DE LA PRESSE REGIONALE (570801662),SOCIETE D'EDITIONS DE BASSE NORMANDIE (583820170),SOCIETE DES EDITIONS DE NORMANDIE (525206678),SOCIETE DE GESTION PUBLIHEBDOS (439703430);Bretagne;Ille-et-Vilaine
TERRE COMTOISE;775570955;2019;84;Unité Economique et Sociale (UES);;LISADOU (439186792);Bourgogne-Franche-Comté;Doubs
EUROCLEAR SA/NV;479774093;2018;94;Unité Economique et Sociale (UES);;EUROCLEAR FRANCE (542058086);Île-de-France;Paris
Boston Scientific SAS;329938245;2019;90;Unité Economique et Sociale (UES);;Boston Scientific International SA (420668402);Île-de-France;Yvelines
EES - CLEMESSY SA;945752137;2018;88;Entreprise;;;Grand-Est;Haut-Rhin
XPO VRAC FRANCE;798867297;2018;;Entreprise;;;Auvergne-Rhône-Alpes;Drôme
Generali France;572044949;2019;87;Unité Economique et Sociale (UES);;GENERALI VIE (602062481),GENERALI IARD (552062663),L'EQUITE SA (572084697),TRIESTE COURTAGE (582033577);Île-de-France;Seine-Saint-Denis
LACTALIS LOGISTIQUE;343294195;2018;89;Unité Economique et Sociale (UES);;TRANSPORT GUY ROBIN (301852026);Pays de la Loire;Mayenne
dg hotels;518124292;2019;;Unité Economique et Sociale (UES);;normandy country club (750305583),dg campus (523822971),dg holidays (523822112),dg hotels grand ouest (799023825),dg urbans (518126990),grand hotel hohwald (528342967),couvent herepian (502223456),reine blanche (527928022),nsrn (532152287),chamoix albiez (528342827),villa bellagio blois (539420810);Île-de-France;Paris
DARTY SAS;542086616;2019;87;Unité Economique et Sociale (UES);;Société A2I ILE DE FRANCE (492660261);Île-de-France;Seine-Saint-Denis
CIRCET;390072551;2018;72;Entreprise;;;Provence-Alpes-Côte d'Azur;Var
SMABTP;775684764;2019;89;Unité Economique et Sociale (UES);;SMAvie BTP (775684772),SOCABAT (317922276),SMA SA (332789296),ACS BTP (552028094);Île-de-France;Paris
VILLE PERE ET FILS;342384252;2019;;Unité Economique et Sociale (UES);;BML (350064226),VILLE GESTION (490772316),BMLA (803673458),ALLIANCE BETON (537420374);Auvergne-Rhône-Alpes;Rhône
CWT FRANCE SAS;692036924;2019;78;Unité Economique et Sociale (UES);;CWT MEO (443428602);Île-de-France;Hauts-de-Seine
VENCOREX FRANCE;444187884;2018;83;Unité Economique et Sociale (UES);;VENCOREX HOLDING (504867300),CHLORALP (411129612);Auvergne-Rhône-Alpes;Rhône
CADIOU INDUSTRIE;316973312;2019;90;Unité Economique et Sociale (UES);;CADIOU TRANSPORT (437644339),CADIOU ENTREPRISES (497514646),CADIOU DESIGN (752548966),SERENS (820570398);Bretagne;Finistère
GIE ADVITAM AGROEQUIPEMENT;850865163;2019;;Unité Economique et Sociale (UES);;CASA SERVICE MACHINE (347656290),VERHAEGHE (076550060),VERCIM (844676312);Hauts-de-France;Pas-de-Calais
NATIXIS WEALTH MANAGEMENT;306063355;2019;76;Unité Economique et Sociale (UES);;VEGA INVESTMENT MANAGERS (353690514),1818 IMMOBILIER (483346276);Île-de-France;Paris
Dräger France SAS;323961680;2019;86;Unité Economique et Sociale (UES);;AEC SAS (399164458);Île-de-France;Hauts-de-Seine
SFR SA;343059564;2019;93;Unité Economique et Sociale (UES);;SRR (393551007),SMR (024072175),NUMERGY (753105956),SFR FIBRE (400461950),COMPLETEL (418299699),SFR BUSINESS DISTRIBUTION (431817915),HIVORY (838867323),SFR FTTH (844717587);Île-de-France;Paris
JTEKT Europe SAS;967505967;2019;77;Unité Economique et Sociale (UES);;JTEKT Automotive Lyon SAS (444565659);Auvergne-Rhône-Alpes;Rhône
EDITIONS GALLIMARD;572206753;2019;84;Unité Economique et Sociale (UES);;GALLIMARD JEUNESSE (381624139),GALLIMARD LOISIRS (381220615),EDITIONS HOEBEKE (330815721);Île-de-France;Paris
HOLDING GROUPE SATORIZ;377505524;2019;78;Unité Economique et Sociale (UES);;SATORIZ ALBERTVILLE (410336622),SATORIZ ANNECY (408641587),SATORIZ ANNEMASSE (410512495),SATORIZ AUBAGNE (519303242),SATORIZ AVIGNON (510880669),SATORIZ CHAMBERY (422919795),SATORIZ CLERMONT (815178827),SATORIZ COMBOIRE (434079752),SATORIZ CROLLES (538811142),SATORIZ FERNEY (408786341),SATORIZ GEISPOLSHEIM (824467427),SATORIZ GRENOBLE (841316011),SATORIZ LEMAN (489586933),SATORIZ LE PONTET (829949031),SATORIZ LES BOUCHARDES (834084865),SATORIZ TETE D'OR (413595349),SATORIZ L'ISLE D'ABEAU (751842048),SATORIZ MACON (440329035),SATORIZ MANDELIEU (519423925),SATORIZ MONTPELLIER (432347441),SATORIZ MULHOUSE (419563713),SATORIZ NIMES (440125755),SATORIZ NICE (819924523),SATORIZ ORNEX (839900727),SATORIZ PUGET (534298419),SATORIZ SALLANCHES (408717981),SATORIZ SAINT ETIENNE (435111414),SATORIZ SAINT MARTIN D'HERES (408886455),SATORIZ STRASBOURG (423189091),SATORIZ THOIRY (501593446),SATORIZ VALENCE (501751879),SATORIZ VALLAURIS (423760396),SATORIZ LES SEPT CHEMINS (434746020),SATORIZ GRAND SUD (431265842),LA CANTINE BIO (439689597),LE PAIN DES BAUGES (493375216),SATODISTRI (410340376),SAT'HYDRATE (848242541),SATIMMO (535332019),SATOQAP HOLDING (789796398),SATORIZ LA RAVOIRE (842747321),SATORIZ BLOTZHEIM (847725132),SATOCONSEIL (847628054);Auvergne-Rhône-Alpes;Savoie
SOFTWAY MEDICAL;315985135;2019;87;Unité Economique et Sociale (UES);;SOFTWAY MEDICAL DEVELOPPEMENT (387496615),SOFTWAY MEDICAL SERVICES (342434156),SOFTWAY MEDICAL RADIOLOGIE (342504297),SOFTWAY MEDICAL IMAGING (832635023),SOFTWAY MEDICAL INFRASTRUCTURE (422021238);Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
Ipsos France;392901856;2019;80;Unité Economique et Sociale (UES);;Ipsos Group GIE (401915608),Ipsos Observer (403246606),Pop Corn Media (348983842);Île-de-France;Paris
ACOSS;180035016;2018;85;Entreprise;;;Île-de-France;Seine-Saint-Denis
FRANCE PRUNE;782163620;2019;73;Unité Economique et Sociale (UES);;MAITRE PRINULLE SITE VITROLLES (380678250);Nouvelle-Aquitaine;Lot-et-Garonne
Laboratoire GlaxoSmithKline;642041362;2019;98;Unité Economique et Sociale (UES);;Glaxo Wellcome Production (410352777);Île-de-France;Hauts-de-Seine
ALTRANS;788410116;2018;;Unité Economique et Sociale (UES);;ALTRANS ALSACE (528903156),ALTRANS NORD (528902786),ALTRANS  RHONE ALPES (528903057),ALTRANS PACA (528902943),ALTRANS CENTRE (339766297),ALTRANS LORRAINE (528902729);Grand-Est;Moselle
FIDUCIAL STAFFING;449658400;2019;69;Unité Economique et Sociale (UES);;SOCIETE FIDUCIAIRE NATIONALE D'EXPERTISE COMPTABLE (552108722),FIDUCIAL CONSULTING (972200018);Île-de-France;Hauts-de-Seine
CREDIT AGRICOLE BRETAGNE HABITAT TRANSACTION;491649489;2019;53;Unité Economique et Sociale (UES);;CREDIT AGRICOLE BRETAGNE HABITAT (490597663),SOGECOPA (342285343),HABITER DEMAIN (498205913);Pays de la Loire;Loire-Atlantique
Mutuelle Assurance de l'Education;781109145;2019;86;Unité Economique et Sociale (UES);;Mutuelle MAE (510778442),GIE service commun de gestion MAE (328971247);Normandie;Seine-Maritime
MENWAY HOLDING;493357891;2018;56;Unité Economique et Sociale (UES);;ENTHALPIA RHONE ALPES (477808281),ENTHALPIA SUD OUEST (440815595),MENWAY EMPLOI (440949576),MENWAY EMPLOI IDF (702021510),SOLERIM (349391565);Grand-Est;Moselle
MUTUELLE PREVIFRANCE;776950669;2018;68;Unité Economique et Sociale (UES);;MUTUELLE PREVIFRANCE SERVICES SANTE (444607998),PREVIFRANCE COURTAGE (389403957);Occitanie;Haute-Garonne
ZARA France;348991555;2019;98;Unité Economique et Sociale (UES);;Bershka France (443617725),Massimo Dutti France (438843096),Oysho France (497987222),Pull&Bear France (480557149),Stradivarius France (489972166),Zara Home France (488000969);Île-de-France;Paris
GUINOT SAS;632041877;2019;98;Unité Economique et Sociale (UES);;MARY COHR SAS (312246762);Île-de-France;Hauts-de-Seine
